ID,Spot,Strike,Risk-Free Rate,Years to Expiry,Option Type,Model Type,Implied Volatility,Market Price
55,1.9679,2.0845,-0.0034,1.039747397260274,Call,BlackScholes,0.35725776157910494,0.23899803
56,1.1255,1.1954,-0.0021,0.3384487671232877,Put,BlackScholes,0.6564198942474734,0.21298133
57,1.8871,2.0325,-0.0023,0.6581956164383561,Call,BlackScholes,0.5788453959895358,0.29601685
58,0.1077,0.1238,-0.0018,0.41474082191780826,Put,Bachelier,11.052842830353073,0.35997293
59,1.6981,1.7626,-0.0036,0.9740484931506849,Put,Bachelier,0.13528627746051033,0.13006836
60,1.7959,2.0661,-0.0045,0.4843008219178082,Call,BlackScholes,1.2743243897573318,0.53279912
61,1.0831,1.1292,-0.0029,0.7903986301369863,Call,BlackScholes,0.2967042804700271,0.094672413
62,1.2503,1.3233,-0.0044,0.2199619178082192,Call,Bachelier,0.5782126983211651,0.10921381
63,0.7015,0.7248,-0.0035,0.1603835616438356,Call,Bachelier,0.7109098911557002,0.071237347
64,1.7523,1.8251,-0.0047,0.053309315068493145,Put,Bachelier,0.6117070571663626,0.14361378
65,1.8393,2.2189,-0.0008,0.6106161643835616,Put,BlackScholes,1.5193939690742115,1.1078573
66,0.4259,0.4795,-0.0002,0.4324813698630137,Put,BlackScholes,1.1412272260828544,0.16082709
67,1.3028,1.3141,-0.0025,0.022822465753424656,Call,BlackScholes,0.36127858160788745,0.023160181
68,1.2267,1.5018,-0.0023,0.6369320547945205,Call,Bachelier,1.0668333078040326,0.38488539
69,1.1177,1.1687,-0.0047,0.614613698630137,Call,Bachelier,0.3069357334882546,0.088780636
70,0.938,0.9783,-0.004,0.74252301369863,Call,BlackScholes,0.3087721243919449,0.081396052
71,1.8523,1.9352,-0.0028,0.5063572602739727,Put,Bachelier,0.20069438904670697,0.15684617
72,1.2828,1.4115,-0.0003,0.46750219178082186,Put,Bachelier,0.6267747234448537,0.31126079
73,0.2702,0.3414,-0.0021,0.6178575342465753,Call,Bachelier,5.506913931431123,0.55519293
74,1.0075,1.2207,-0.0015,0.8872334246575342,Put,BlackScholes,1.290036266156304,0.62204641
75,0.585,0.6298,-0.0034,0.0664641095890411,Call,Bachelier,2.874879936479824,0.16465306
76,0.4131,0.4335,-0.0018,0.03551835616438356,Put,Bachelier,3.7326354405262743,0.13215261
77,1.9626,2.4819,-0.003,0.7186813698630137,Put,BlackScholes,1.7527036777322227,1.4807324
78,0.8124,0.858,-0.005,0.05858602739726027,Call,Bachelier,1.6641853293518296,0.11631076
79,1.0763,1.3481,-0.001,0.7751621917808218,Put,BlackScholes,1.618428832587844,0.77810298
80,1.9312,2.2511,-0.0043,0.9554389041095891,Put,Bachelier,0.4391976738352964,0.56873888
81,0.8202,0.9721,-0.0015,0.6724060273972603,Call,BlackScholes,1.3112439652658743,0.29514481
82,1.8316,2.1145,-0.0003,0.4219238356164383,Put,BlackScholes,1.3993975377571612,0.84127347
83,1.9697,2.4339,-0.0038,0.98768,Call,Bachelier,0.5515639841065222,0.33328808
84,1.9427,2.1983,-0.0014,1.0276931506849316,Call,Bachelier,0.3504984139722824,0.19959958
85,0.6377,0.8407,-0.0024,1.045811506849315,Call,Bachelier,2.0292413008403725,0.59998905
86,1.9894,2.0695,-0.004,0.2013323287671233,Put,BlackScholes,0.556597859258573,0.24524918
87,0.6602,0.6957,-0.0019,0.39731506849315074,Put,Bachelier,0.7553761753868219,0.15104135
88,0.3212,0.4073,-0.0047,0.9734868493150685,Call,Bachelier,3.724303381541447,0.55686339
89,0.2603,0.3052,-0.001,0.6919569863013699,Call,Bachelier,3.966135746411479,0.37991199
90,0.9402,1.2646,-0.0044,0.9392676712328767,Put,Bachelier,1.523768514975394,0.92224948
91,0.1704,0.2101,-0.0042,0.6233580821917808,Put,BlackScholes,1.6828982057719546,0.11518052
92,0.0562,0.0663,-0.0036,0.828038904109589,Call,Bachelier,17.17483190582088,0.40947785
93,0.0666,0.0669,-0.001,0.17380712328767123,Call,BlackScholes,0.06878443903657,0.0006179559
94,1.61,1.8824,-0.003,0.5677487671232876,Put,Bachelier,0.6963483167710119,0.54772022
95,0.0146,0.0149,-0.0034,0.03316054794520548,Put,BlackScholes,0.7756677440570693,0.00099004099
96,1.1841,1.2053,-0.003,0.53228,Call,BlackScholes,0.15388063304231805,0.042751997
97,0.1309,0.1471,-0.0028,0.19352136986301371,Put,Bachelier,11.404370291728807,0.30278507
98,1.2893,1.3793,-0.0031,0.40211287671232876,Call,BlackScholes,0.6733489183533417,0.1827308
99,1.2436,1.3945,-0.0033,0.4183975342465754,Call,Bachelier,0.802551019233954,0.21990348
100,1.466,1.5932,-0.0042,0.3659493150684931,Put,Bachelier,0.5452294088858174,0.27977783
101,0.7506,0.9247,-0.0037,0.7054542465753424,Put,BlackScholes,1.5712843917119843,0.50437424
102,0.7702,0.8106,-0.0013,0.527213698630137,Call,Bachelier,0.5487686056603459,0.10973609
103,1.5368,1.7042,-0.0003,0.6858909589041096,Call,BlackScholes,0.7902047351139548,0.33701169
104,0.1394,0.1563,-0.0004,0.32566328767123287,Put,BlackScholes,1.2628181306874384,0.050569121
105,0.5136,0.5764,-0.0017,0.4051328767123288,Put,BlackScholes,nan,0.056896372
106,0.0659,0.066,-0.0035,0.003545205479452055,Put,BlackScholes,0.2973204922373037,0.00051747657
107,1.8302,2.0875,-0.0019,0.6398550684931507,Put,BlackScholes,1.0404347586123919,0.76909266
108,1.2283,1.648,-0.0036,1.0938912328767123,Call,BlackScholes,1.7782348887560713,0.73291265
109,0.8113,0.9048,-0.0029,0.6013583561643836,Call,BlackScholes,0.8906534819822666,0.18815742
110,1.4025,1.5582,-0.0026,0.1140449315068493,Put,Bachelier,1.2653489108255445,0.35081625
111,1.833,1.8407,-0.005,0.0004526027397260274,Put,Bachelier,0.6787033967223572,0.014894998
112,0.1374,0.1446,-0.004,1.0158257534246575,Call,Bachelier,2.65571678384413,0.15117342
113,1.0366,1.0836,-0.001,0.5764495890410959,Call,BlackScholes,0.3694800559916235,0.096271232
114,0.5868,0.6835,-0.0027,0.5171493150684932,Put,BlackScholes,1.3412607128074956,0.28670977
115,1.6061,1.706,-0.0023,0.45874246575342464,Put,Bachelier,0.3299364443017275,0.20847642
116,1.9785,2.0509,-0.0021,0.7228002739726027,Call,BlackScholes,0.26730367585018083,0.14855371
117,1.7255,1.8577,-0.003,0.45930986301369864,Call,Bachelier,0.37052059180147967,0.12667927
118,0.4087,0.4135,-0.0002,0.013941095890410959,Call,Bachelier,1.493856905681803,0.026759178
119,1.0575,1.1689,-0.0029,0.7716136986301371,Put,BlackScholes,nan,1.2886753
120,0.5823,0.6879,-0.0024,0.46778739726027396,Put,BlackScholes,1.5419269907349495,0.3113581
121,0.7326,0.7947,-0.0032,0.1824654794520548,Put,Bachelier,1.5156830035998736,0.23818035
122,1.9332,2.417,-0.004,0.6196147945205479,Put,Bachelier,0.7410907227424216,0.84231089
123,1.1277,1.1312,-0.0011,0.040331506849315066,Call,Bachelier,0.08531876227548434,0.0061084079
124,0.1326,0.1452,-0.0016,0.4634567123287671,Call,Bachelier,5.813774827237568,0.22313813
125,1.8261,1.8871,-0.0032,0.37538191780821917,Call,Bachelier,0.17975006002841393,0.056019548
126,1.8321,2.1115,-0.0015,0.20650000000000002,Put,Bachelier,0.9358045348157844,0.51527994
127,0.3377,0.364,-0.0008,0.7786819178082193,Put,Bachelier,1.4766706557118214,0.20290052
128,0.7137,0.8056,-0.0044,0.21023972602739724,Put,BlackScholes,1.6728603508534179,0.27576892
129,0.8966,0.9209,-0.0032,0.895688493150685,Put,Bachelier,0.19288242878139283,0.080135737
130,1.4871,1.8082,-0.0033,1.0516005479452055,Call,BlackScholes,1.2064122700360276,0.61409683
131,1.9994,2.0258,-0.0043,0.23248849315068493,Put,BlackScholes,0.17268655528016746,0.082039583
132,0.9167,1.0133,-0.0027,0.31430602739726027,Call,Bachelier,1.1152080094927617,0.20721038
133,1.4378,1.7224,-0.001,0.3296446575342466,Call,Bachelier,1.1554532000733215,0.32753209
134,0.3799,0.3843,-0.0019,0.01170794520547945,Put,BlackScholes,0.6640708574770262,0.013291426
135,1.4835,1.7613,-0.0009,0.4614032876712329,Call,BlackScholes,1.598987795850272,0.53837783
136,0.9704,1.2206,-0.001,0.5913728767123287,Put,Bachelier,1.5453683141982835,0.71312503
137,1.8686,2.112,-0.0022,0.2988835616438356,Call,Bachelier,0.6707186278254721,0.20206062
138,0.0297,0.0317,-0.0019,0.7078413698630137,Call,Bachelier,15.778796016752143,0.1670913
139,1.9368,2.2742,-0.0011,0.43544794520547947,Call,BlackScholes,1.5398604150297053,0.65912111
140,0.0523,0.0633,-0.0017,0.7841364383561643,Call,BlackScholes,1.3680696992812738,0.021131544
141,0.8279,0.8619,-0.0038,0.47503917808219176,Put,Bachelier,0.42711125792241866,0.12017356
142,0.1122,0.119,-0.0002,0.7644101369863014,Put,Bachelier,3.601054821980725,0.1529253
143,1.354,1.3619,-0.003,0.0030857534246575345,Call,BlackScholes,0.6656234891750877,0.016321842
144,1.0773,1.1612,-0.0028,0.08022328767123288,Call,BlackScholes,1.675674815455418,0.17047528
145,0.1753,0.1942,-0.0011,0.8231663013698629,Put,BlackScholes,0.7184796198740926,0.057270315
146,1.2502,1.2903,-0.0011,0.18561561643835617,Put,BlackScholes,nan,1.4195868
147,1.0443,1.1238,-0.003,0.3258978082191781,Call,BlackScholes,0.8138254938040868,0.16197191
148,1.5763,1.787,-0.002,0.4876641095890411,Call,BlackScholes,1.1367886425185927,0.42010449
149,1.9605,2.3171,-0.0001,0.31620794520547946,Call,Bachelier,0.8115650553381373,0.26732769
150,1.6261,2.004,-0.004,0.659981095890411,Put,Bachelier,nan,0.34482993
151,0.8177,0.9572,-0.0041,0.7955219178082191,Call,Bachelier,1.1631639984341382,0.33021496
152,0.7227,0.7379,-0.0017,0.2551013698630137,Call,Bachelier,0.354908790065048,0.045536855
153,1.4435,1.4611,-0.0029,0.7252164383561645,Put,Bachelier,0.06155410849271608,0.042061665
154,1.8809,2.006,-0.0014,0.9984191780821918,Call,Bachelier,0.2029730156931518,0.10652529
155,0.1759,0.1812,-0.0049,0.7034076712328767,Put,BlackScholes,0.22400861161027283,0.016234695
156,0.8075,0.8568,-0.0016,0.42645616438356165,Put,BlackScholes,0.573519392885693,0.14989105
157,1.0556,1.3827,-0.0014,0.9292068493150686,Put,Bachelier,1.2798872679531874,0.8576967
158,0.7598,0.9121,-0.0029,0.6492038356164384,Put,BlackScholes,1.4352703420132376,0.44625301
159,0.7879,0.7968,-0.0026,0.24810712328767123,Call,Bachelier,0.17838618900486952,0.023805226
160,1.1113,1.2921,-0.0018,0.48193150684931507,Put,BlackScholes,nan,1.4225551
161,1.3235,1.6538,-0.0013,0.9191854794520548,Put,Bachelier,0.8880500406079579,0.74315765
162,0.0017,0.002,-0.0012,0.48245835616438354,Put,BlackScholes,1.8991577228156697,0.0010641976
163,1.1654,1.3695,-0.0003,0.8881920547945205,Put,Bachelier,0.7913697089256689,0.51795489
164,1.8484,2.4329,-0.0036,0.7924736986301371,Put,Bachelier,0.8004537958852029,1.0257231
165,1.5902,1.7005,-0.0003,0.24952410958904112,Call,BlackScholes,0.8497890428361845,0.22475298
166,1.0436,1.083,-0.0018,0.9876019178082192,Call,Bachelier,0.21755091789769643,0.075159347
167,1.8779,1.8836,-0.0015,0.19310109589041094,Put,BlackScholes,0.04370027105748084,0.017442354
168,0.5684,0.5729,-0.0017,0.8311090410958905,Put,BlackScholes,nan,0.004706597
169,1.2909,1.5429,-0.0039,0.6955917808219177,Call,Bachelier,0.8744828317402309,0.3350432
170,0.4615,0.4713,-0.0006,0.053972054794520545,Call,Bachelier,11.734225011590867,0.50768591
171,0.2298,0.244,-0.0042,0.17088520547945205,Call,Bachelier,3.7577249763897997,0.14423845
172,0.332,0.4371,-0.0008,0.9457871232876713,Put,Bachelier,4.09323946616486,0.7485343
173,1.13,1.1857,-0.0012,0.8967646575342465,Call,Bachelier,0.27072663693385346,0.095034492
174,1.6013,1.7203,-0.0049,0.6437591780821919,Call,BlackScholes,0.5655283895612334,0.24299047
175,1.6121,1.9185,-0.002,0.9734983561643836,Put,BlackScholes,nan,0.2792449
176,1.3679,1.6837,-0.0004,0.59528,Call,BlackScholes,1.7037371161011805,0.5963279
177,1.7555,1.9581,-0.0048,1.0212838356164384,Call,BlackScholes,0.6839164108120348,0.40372515
178,0.4767,0.5082,-0.001,0.04358438356164384,Call,Bachelier,3.815461671811229,0.14622965
179,0.8544,0.8996,-0.0028,0.46981972602739724,Put,Bachelier,0.5285041101566823,0.15405932
180,0.7088,0.7151,-0.0008,0.14267479452054796,Call,Bachelier,0.20679481837387775,0.019277608
181,1.0593,1.1964,-0.0029,0.8674684931506849,Call,BlackScholes,nan,1.1651947
182,0.9928,1.0579,-0.0014,0.1832158904109589,Call,Bachelier,0.8867233057855782,0.12976995
183,1.495,1.6124,-0.0026,0.14700493150684932,Put,BlackScholes,nan,0.10615784
184,0.2281,0.2821,-0.0015,0.8960046575342465,Put,BlackScholes,1.419880593526048,0.15571165
185,1.3557,1.4142,-0.0046,0.31990794520547944,Call,BlackScholes,0.47255983149729197,0.11901277
186,0.9161,0.9179,-0.0034,0.9102104109589042,Call,BlackScholes,0.012965756585930912,0.0025834154
187,0.5786,0.6627,-0.0031,0.7808375342465753,Call,BlackScholes,nan,0.6364184
188,0.0513,0.0518,-0.0033,0.00404054794520548,Put,BlackScholes,0.9658940200424608,0.0015285802
189,0.7628,0.8773,-0.0004,0.7796284931506848,Call,BlackScholes,1.0028756530992586,0.22658528
190,1.5904,1.8446,-0.0009,0.35890904109589045,Call,Bachelier,0.8488720962076225,0.26067606
191,1.2149,1.3153,-0.0008,0.5952073972602739,Put,BlackScholes,0.6514388490496891,0.30441395
192,0.1157,0.1164,-0.0008,0.000615068493150685,Put,BlackScholes,nan,0.00062481744
193,1.9467,1.9753,-0.0024,0.83528,Put,BlackScholes,0.10117305417971033,0.089828569
194,0.342,0.3783,-0.0023,1.0284939726027398,Put,Bachelier,1.6582899382007166,0.27344114
195,1.1988,1.4469,-0.003,0.4840265753424658,Call,BlackScholes,1.711279813278022,0.47510358
196,0.8599,0.9309,-0.0007,0.12607013698630137,Put,BlackScholes,1.413540683090083,0.21510341
197,1.7811,1.7944,-0.0034,0.6591654794520548,Put,Bachelier,0.032361343897486024,0.026197079
198,1.7672,1.9563,-0.003,0.3013827397260274,Put,BlackScholes,1.1717852382256826,0.57039252
199,0.9776,0.9839,-0.0045,1.072471506849315,Call,BlackScholes,0.039666011718806876,0.013180767
200,1.454,1.4784,-0.0026,0.33950931506849313,Call,Bachelier,4.687135053820262,1.599379
201,1.9253,1.9881,-0.0002,0.06407616438356165,Call,BlackScholes,0.8024268575595113,0.12885265
202,1.1856,1.2661,-0.0039,0.5026347945205479,Call,Bachelier,3.749166878705935,1.3041161
203,0.1739,0.2129,-0.0043,0.9408898630136986,Put,Bachelier,6.18120082807609,0.53148975
204,1.6424,1.7348,-0.0043,0.10296410958904109,Call,Bachelier,0.622125893885691,0.096890711
205,1.2445,1.5025,-0.0048,0.6780027397260274,Put,BlackScholes,nan,1.6580593
206,1.7974,2.0865,-0.004,0.3200386301369863,Put,BlackScholes,nan,0.26257144
207,1.352,1.5606,-0.005,0.9636194520547945,Put,Bachelier,0.5897303027585854,0.47656578
208,0.7747,0.8362,-0.0023,0.09495178082191781,Put,BlackScholes,1.569565184230478,0.18657711
209,0.3791,0.4009,-0.0006,0.07445342465753424,Call,BlackScholes,1.3002707299082148,0.04468846
210,0.151,0.174,-0.0002,0.6478057534246575,Call,BlackScholes,1.1138705308023955,0.045390666
211,1.2684,1.4383,-0.0041,0.6678397260273973,Call,Bachelier,0.6749068810041791,0.23940749
212,1.7575,1.8916,-0.0014,0.16078438356164385,Call,BlackScholes,1.1601996948617843,0.27250501
213,1.2661,1.4625,-0.0005,0.26327671232876715,Put,Bachelier,5.038876470628487,1.6089481
214,1.338,1.36,-0.0004,0.8262282191780822,Put,Bachelier,0.08348883394229059,0.053123492
215,1.3788,1.5335,-0.0009,0.19429972602739726,Put,Bachelier,0.9959373683476453,0.35304446
216,0.3965,0.5112,-0.0021,0.7054849315068493,Call,Bachelier,3.7399882394613986,0.58551499
217,0.6093,0.7391,-0.0016,0.46129452054794523,Call,Bachelier,2.431213593478684,0.42504869
218,0.5758,0.5916,-0.0008,0.363806301369863,Call,BlackScholes,0.28341375978372557,0.032285012
219,1.1467,1.4332,-0.0049,0.5389643835616439,Call,BlackScholes,1.9226103982483718,0.53549802
220,1.178,1.2907,-0.0003,0.9145158904109588,Put,Bachelier,0.4683305983811583,0.29141177
221,1.0962,1.1006,-0.0016,0.012727945205479452,Put,Bachelier,0.20304421753015092,0.012423699
222,0.2776,0.3538,-0.0001,0.903472602739726,Call,Bachelier,4.565479900472029,0.57521427
223,1.3109,1.3141,-0.0015,0.06355232876712329,Put,BlackScholes,0.062241929880500674,0.0099157982
224,0.0272,0.0289,-0.0016,0.053973150684931505,Put,Bachelier,56.69196178819977,0.15271592
225,0.7178,0.7908,-0.0046,0.5790942465753425,Call,BlackScholes,nan,0.78961026
226,1.8663,2.2109,-0.0009,0.7001772602739725,Call,Bachelier,0.5792378494782714,0.27685495
227,1.93,2.0448,-0.0002,0.3975271232876712,Put,Bachelier,0.28353529985932885,0.21038126
228,0.7062,0.7213,-0.0026,1.0375065753424657,Put,Bachelier,0.1813729461476337,0.061211563
229,0.3592,0.3692,-0.0025,0.2381117808219178,Put,Bachelier,0.968280739075797,0.074863355
230,1.8905,2.4297,-0.0027,0.7907890410958903,Put,Bachelier,nan,0.49001501
231,0.0598,0.06,-0.0041,0.5591580821917809,Put,Bachelier,0.5507774812063446,0.0099813909
232,0.9682,1.0788,-0.004,0.7968265753424658,Call,BlackScholes,0.7667953640736914,0.22104501
233,0.5308,0.5996,-0.0037,0.571198904109589,Put,BlackScholes,nan,0.063004691
234,1.3483,1.3879,-0.0031,0.037280273972602744,Put,BlackScholes,0.9480196430780002,0.12082046
235,0.9068,1.0168,-0.004,0.43794739726027393,Put,Bachelier,1.0748592639210504,0.34837202
236,0.8422,1.0742,-0.0003,1.0161120547945206,Put,BlackScholes,1.527261290843129,0.65682962
237,1.7597,2.1119,-0.0037,0.5973734246575343,Put,BlackScholes,1.493933168864475,1.0336227
238,0.731,0.922,-0.0035,1.0621438356164383,Call,BlackScholes,1.4249113509471585,0.35440323
239,0.1277,0.1312,-0.0046,0.015012328767123287,Put,BlackScholes,1.3884775144027126,0.010636152
240,1.3135,1.3297,-0.0049,0.19647643835616438,Call,Bachelier,0.13140345816020443,0.022969998
241,1.84,1.8685,-0.0005,0.7224210958904109,Call,Bachelier,0.06127080304404035,0.025977459
242,0.3748,0.3925,-0.0037,0.07279589041095891,Call,Bachelier,2.750904861034666,0.10761285
243,1.4632,1.7887,-0.0042,0.44361917808219176,Call,BlackScholes,1.908682787240049,0.6190648
244,0.9496,1.1387,-0.0044,0.764207397260274,Call,BlackScholes,1.3149051532944152,0.36331668
245,0.0033,0.0037,-0.0033,0.888098904109589,Put,Bachelier,213.93824819422147,0.29867754
246,0.5483,0.5895,-0.0036,0.1321112328767123,Call,Bachelier,7.291825986584469,0.60308004
247,1.979,2.1174,-0.0026,0.941866301369863,Call,BlackScholes,0.4407637243038786,0.28262804
248,1.9813,2.0173,-0.0002,0.4566002739726027,Call,Bachelier,0.08358308445059497,0.029638478
249,0.0488,0.0508,-0.0017,0.5458572602739726,Call,Bachelier,6.9056903941777765,0.10247561
250,0.305,0.3332,-0.0043,0.5415756164383562,Put,BlackScholes,0.7631893780952435,0.086040211
251,0.2512,0.2548,-0.0034,0.9811646575342465,Call,BlackScholes,0.09139014893671281,0.0074712348
252,0.8533,0.8939,-0.0028,0.9939830136986302,Put,Bachelier,0.3291717454221596,0.14016239
253,1.5139,1.8191,-0.0007,0.7453427397260274,Call,BlackScholes,1.3461897316549594,0.58659499
254,0.1338,0.157,-0.0043,0.3039923287671233,Call,Bachelier,11.668211888316545,0.39196291
255,1.6031,1.8143,-0.0047,0.5170898630136986,Call,Bachelier,0.5987373605015945,0.21787615
256,1.2507,1.3292,-0.0001,0.3132186301369863,Put,BlackScholes,nan,1.4622051
257,0.099,0.1074,-0.0042,0.793434794520548,Call,Bachelier,5.412063364304882,0.20305632
258,1.5707,1.7529,-0.0003,0.44136465753424653,Put,BlackScholes,1.0452940379418356,0.54787182
259,0.7788,0.9045,-0.0037,0.8178928767123287,Put,Bachelier,2.8483953910184163,0.99798355
260,0.5521,0.5893,-0.0039,0.4251035616438356,Call,BlackScholes,0.6330667614265036,0.075508598
261,1.4673,1.5021,-0.0001,0.6765649315068494,Put,Bachelier,0.11982743503022199,0.078151944
262,0.1683,0.1746,-0.0003,0.08902684931506849,Put,BlackScholes,0.7656793145523672,0.018945572
263,1.8039,1.8455,-0.0046,0.3659791780821918,Call,BlackScholes,0.23854084693323382,0.0841982
264,1.9304,2.139,-0.0021,0.5271208219178082,Put,Bachelier,0.4176537596805688,0.37808196
265,0.9139,1.2005,-0.0033,0.9533002739726029,Call,Bachelier,1.467868707542618,0.55433642
266,1.7322,1.8354,-0.0017,0.10892657534246576,Call,Bachelier,0.6046483673793982,0.10030091
267,0.3185,0.3229,-0.0048,0.15432410958904108,Call,BlackScholes,0.2207103456782841,0.0089278549
268,1.1482,1.2281,-0.0034,0.34225068493150684,Put,BlackScholes,0.7266811857390925,0.24269572
269,0.3319,0.4337,-0.0008,1.0423723287671232,Put,BlackScholes,1.6578324605825803,0.28405211
270,0.1673,0.169,-0.0002,0.7494950684931506,Call,Bachelier,0.4271380402918996,0.024082127
271,1.6001,1.9217,-0.0048,0.8545402739726027,Put,Bachelier,0.6497168778108948,0.64163298
272,1.0904,1.103,-0.0037,0.5755586301369863,Call,BlackScholes,0.09564850171185896,0.024857404
273,1.3178,1.4002,-0.0018,0.6316049315068493,Call,BlackScholes,0.4831151729213039,0.16842605
274,0.0623,0.0661,-0.0016,0.697011506849315,Put,BlackScholes,0.43749991659300547,0.011370671
